listing_id,id,date,reviewer_id,reviewer_name,comments
9522082,58438668,2016-01-02,43645709,Fernando,"We had a wonderful experience at this property and will be sure to look for it again should we visit Seattle in the future.  We were thrilled to be the first to rent it and the owners really nailed it in terms of setting us up for success.

Denise was great to work with, super responsive and ready to help even before we arrived with tips about the area and things to do for our entire family.

The home is fantastic (we may be slightly biased as we live in a Victorian home ourselves - coincidentally built the same year as this property).  It is tastefully remodeled yet keeps all the charm and character of its era. It is extremely clean, comfortable (perfect for our family of four), cozy, well updated and best of all in an AMAZING location, walking distance from many attractions, restaurants, supermarkets and shops."
-4287974,58224010,2016-01-01,15404472,Claudia,"Dan's home was a perfect place for me, my fiancée, and two friends on New Year's Eve.  We all sat around the fire and watched the fireworks and ball drop from his TV in the living room with surround sound, which was perfect. Both rooms and beds were comfortable and cozy.  The location is great with a view of Seattle right outside.  I got to meet Dan and his family and they are the sweetest people you could ever meet.  We were lucky to have found his home.  Highly recommended!"
8637174,58536274,2016-01-03,20148817,Sara,"This host was fantastic, the loft was beautiful, clean, and smelled amazing. The location is perfect for all attractions around Seattle, couldn't have asked for a better place! The host is very responsive and helped out with all questions. Great place and great host 10/10 visit! "
1633986,58405955,2016-01-02,5680873,Carla,"One of the best Airbnb experiences we have ever had. The place itself was absolutely beautiful: the views, the openness, and the amount of light that filled the entire space. Of course, location is key, and it was perfect for our stay and what we wanted to do. It was just a few minutes from downtown and the neighborhood had so many cool restaurants! Overall, it was incredible stay ;) "
-762029,58146498,2016-01-01,8262574,Sandy,"This is my second stay with JM, and it was as awesome as the first. Such a cool space, perfect location, great price for someone who is looking for safe, warm, and fun without all the unnecessary space. Highly highly highly recommended."
-7455068,58697946,2016-01-03,48537368,Kim,"This small apartment presents in person as it does in pictures and is less than a block from good places to eat and a great view.  The private entry to the rental is nice.  The kitchen has the basics for a pleasant stay.  It was good to have a separate bedroom with a closet to hang cloths.  I could see coming here for a longer stay easily.

It was a quiet and cozy place and I would be happy to stay there again some time.

"
7789438,58402297,2016-01-02,7426463,Brian,"We had a great experience here. Space was immaculate and Shay responded immediately to all of my questions. Apartment is in a great, central location with easy access to everything you need while in Seattle. I would definitely stay there again!"
6361863,58212254,2016-01-01,8896468,Holly And Ben,"This home was just perfect for us 3 adults and a baby - my hubby and I took the sofa bed which was comfortable and in a spacious room. Our friend slept very well in the Master bedroom. Bathroom was bright and clean with an incredible shower. There were random noises like the furnace going on and off so if you're a light sleeper like me bring ear plugs. Also, you're in a separate unit from the home owners but you can hear them walking and talking upstairs. Unfortunately the fridge wasn't working which was an inconvenience with the baby but we were given notice prior and brought an icebox. The location is superb - in quaint Queen Anne with walking distance to the main strip. Free parking right infront of the house was great. Overall we had an exceptional stay and would highly recommend the place. One our top airbnb stays. Thank you Kurt and Anna for being prompt and very accommodating! "
-4871348,58229674,2016-01-01,22043506,Claire,Dominick's place was perfect for our quick stay in Seattle. He was so easy to communicate with from the get-go and the room was even better than the pictures. The record player was a great added bonus. 10/10 would recommend. 
7922013,58475501,2016-01-02,26276089,Jessica,Had a wonderful stay! Mehrit was a wonderful host. Got us everything we needed and made us feel at home! Thank you! 
6107901,58153014,2016-01-01,17879903,Jessica,"The place is exactly as shown, no surprises. Great space. We had no issues with parking. The wine and snacks were a perfect addition to the stay. I would recommend this to anyone looking for a place to stay in the Fremont area. "
-5218550,58114278,2016-01-01,33039649,Rachel,"Susan is such a pleasant and upbeat host who will gladly welcome you into her inner-city oasis. Her entire apartment is cozy and has nice views of the surrounding neighborhood. Susan wants to ensure you feel at home by giving you full access to her specialty teas and providing spa-like shampoo, conditioner, etc. Also, I had the best sleep of my life on the room's bed - certainly a restful escape from the busy city. She has lots of tourist resources and brochures to help you decide how to spend your time in Seattle. She will gladly give you recommendations on restaurants, activities, etc, or let you be if you wish for peace and quiet. Her place is a convenient 10-15 min walk to pike's market. 

The surrounding neighborhood is relatively safe. Just be aware and smart when walking home at night from the downtown area.

This was a wonderful place to begin using airbnb and I will certainly return the next time I visit Seattle. I highly recommend for anyone - whether you are a tourist seeing Seattle, on a business trip, or just need a relaxing staycation. "
1355094,58271484,2016-01-02,36091887,Ziliang,The room is safe and it's not necessary for me to lock the door.
-7110923,58413911,2016-01-02,34614285,Colleen,"Great House, great host, great location! We booked this house based on the great reviews, and now we have another one to add. The house has been renovated nicely but still felt relaxed enough to let our kids enjoy as well; there were lots of toys downstairs as well. The open kitchen and living room make a nice sized room for us all to enjoy hanging out together. Cathy responded in minutes to our original request and checked in to make sure we had everything we needed. The location was great, within 15 minutes to downtown, the zoo and Bellevue. Thanks Cathy!"
241032,58298677,2016-01-02,11106274,Naras,"We never met Maija, but the place was wonderful! It was a bit hard to find at night, however the listing is strategically located in Seattle. The place itself really feels like home; it is clean, comfortable, and just as described."
7561333,58460720,2016-01-02,37933132,Charlie,Great communicators.... place very nice and upscale.... area was convenient & agreeable too!
5413564,58405158,2016-01-02,51189374,Prateek,Spacious house with a nice backyard and beautiful neighborhood. Close to downtown and other places around the city from a tourist point of view. I will recommend this place to my friends!
6647442,58465374,2016-01-02,10397202,Jessica,Very comfortable and easy to find from light rail. Julian was great at answering any questions. Thanks for a great stay! 
3050140,58151865,2016-01-01,29895388,Jonathan,"Loved the place! Clean, private and within walking distance of the buses and a few really good restaurants and coffee shops. If you want to stay in, there is a full kitchen and cable tv. "
8027776,58243837,2016-01-01,52564072,Caroline,"Great place! Awesome location, cute kitchen, and perfect amount of bed space!"
8027776,58629466,2016-01-03,16109796,Isabelle,"Marianne is an excellent host! Very quick to respond to messages and is very helpful in planning our stay in Seattle. Such a cute studio apartment too!
We loved the neighbourhood. Everything was within walking distance and we loved using Seattle's app valet service to park our car instead of worrying about street parking. Top pot doughnuts right next door are to die for! We loved the salted caramel.
I can't say enough good things about this apartment and the city of Seattle. Really looking forward to recommending this spot to friends and family.  Thank you for an excellent experience Marianne!"
-1198799,58232398,2016-01-01,52203319,Chang,"It's very lucky for me to spent several days with Javier and Yeon in their lovely  home first time using Airbnb.  They are both very kind and considerate, giving us great recommendations of where to eat or enjoy coffee. And their home locates in a terrific location for visitors who don't have a car, which is less than five minutes to Dline station heading to Seattle downtown.  

Since we have a tight schedule visiting Seattle this time,  there's not much time spending quality time with them but we still had great time chatting with Airbnb App. 

Next time I visit Seattle, I will definitely choose Javier and Yeon 's home."
3200646,58476904,2016-01-02,46349629,Carl,It's awesome cube.  I have been in there for 2 nice days. 
4111137,58275558,2016-01-02,11463861,Katherine,"We visited during the holidays but we found the place very comfortable and homey! I stayed with three other friends, and we had plenty of space to rest. 

The balcony added a nice touch!"
988176,58552583,2016-01-03,31752500,Alex,"This place is very nice and the location couldn't be better. The instructions to get into the place were very clear and thorough. Mack was also flexible enough to allow us to arrive early and drop off our bags so we could make an early food tour. The balcony has gorgeous views of the islands, and pike place is a 5 minute walk. Trending restaurants and bars are in every direction, also walking distance. I would highly encourage this place to anyone looking to stay in downtown. "
5825701,58196700,2016-01-01,1530844,Kevin,Just a perfect and wonderful experience. My whole family flew into Seattle to celebrate the new year. Bus to downtown was simple and easy. The hot tub was great and the kitchen allowed us to make a wonderful dinner. Our only regret is that we didn't have time to stay longer!
6603376,58516813,2016-01-03,45059990,Karen,"We spent four nights in Annalisa's beautiful home over New Years Eve. It was such a happy place to be. We spent a lot of time in the home with our kids as they were so content there and we could sit and read or rest after our adventures. A great spot close to everything especially the city. Beautiful surroundings, comfortable beds and everything we could have wanted and more. Analisa was prompt to answer any questions we had and had great tips and advice for us. This was our first airbnb experience and we won't look back now! Thank you Analisa! p.s. the little quirks and things to do within your house were a charm :)"
5067177,58160553,2016-01-01,43210459,Alfonso,Michael and Leah were extremely accommodating. There place is extremely cute and it was nice being able to interact with the other guests.
-8104742,58393213,2016-01-02,2407180,Ronnie,"I had a wonderful experience in Ted's home. The house was beautiful, loved the interior and how modern everything was. Ted himself was an awesome host. He helped accommodate to certain circumstances and made sure we had everything we needed! I would definitely recommend staying in this beautiful home if you have the chance."
2686374,58367755,2016-01-02,50276188,Lani,"We had a great stay. This was our first time using AirB&B and it worked out perfectly. I give the owner, Chris, a lot of credit for making everything go so smoothly. His communication was clear and very organized. The house was great for our needs. The only thing I would mention is that the loft is finished and a great spot but its really meant for young set that can climb up and into the loft. It is not easy to get up there. We had six of us stay and that was a very full house. We used the Airstream which was a great option.  I'd love to have the whole house next time, not just the top floor. Bottom line, great location, good parking, great snacks and drinks provided by owner and comfortable beds. Really a good experience! Thanks Chris!"
-1171574,58161744,2016-01-01,49227477,Chun Chieh,"Phil's place is nice and clean, and is easy to get to from the airport (by light link rail and a bus, about 40mins). He provided loads of information on the area and there was a welcome snack as well! "
6728419,58460201,2016-01-02,52598986,Jona,"Wonderful hospitality and some of the best cookies we've ever had! The fireplace, shower, and bed were some our favorite touches. Theresa was very welcoming and informative. Would absolutely stay here again and can't give a higher recommendation. "
3689119,58432099,2016-01-02,260134,Lane,They were phenomenal! Beautiful private space with yard and an above and beyond amount of amenities / provided extras!
7784802,58616161,2016-01-03,6721188,Anthony,"Our stay at Ruth's apartment was great. She was easy to communicate with and quick to respond to any questions we had. The apartment was very clean, and the location couldn't have been better. Kingsley the cat was super friendly and lovable, and a great host, too!"
6186081,58516299,2016-01-03,30095711,Yanzun,"This apartment is in a very great address, Facilities are very complete，the scenery is very beautiful."
-7403174,58551544,2016-01-03,47734559,Diane,"The neighborhood was very quiet.  The yard looked lovely; however, it was cold and we did not use the yard."
-8859380,58304165,2016-01-02,11790316,Veronica,"I had a great time at Kimberley's place! The view was amazing, the beds were comfortable, and it was warm. Perfect place to spend time in Seattle. "
4526943,58266844,2016-01-02,15930110,Alex,"My girlfriend and I are currently traveling the states while she does travel nursing contracts. We stayed in Daniella's Capitol Hill unit for 13 weeks (Oct-December) while my girlfriend worked a contract at Swedish Hospital in First Hill. The location is perfect. It's a close distance to many great neighborhoods but also in a nice quiet residential part of the city so you get the best of both world's. We walked everywhere (even Fremont sometimes). There is a garage if you need to use a car though. It's on a hill and can be a pain to back out of. I scraped the lower front portion of my car quite a bit (unavoidable) but it was very minor damage and may be minimized with a rubber strip or frame that isn't low to the ground.

Upon arriving Daniella greeted us and gave us a quick walk-through and addressed any questions we had. She was quick to respond to any issues that came up through the months we were living there. The unit is split into four apartments and all the other neighbors were friendly and quiet. The shared washer and dryer is located in the basement and works well. 

The apartment is fully furnished. Everything seemed recently renovated and really well kept. Internet was fast and all appliances worked well. It was the nicest short term unit we've stayed in so far. It's a professionally managed unit. We highly recommend a visit and will try to book again when we come back to Seattle. "
7543458,58252680,2016-01-01,1776113,Mary,"We had a wonderful stay at Kevin's 1-bedroom apartment. Kevin was easy to communicate with and get a hold of when we had questions. He greeted us upon arrival, gave us a tour and provided suggestions of places to see and eat. The neighborhood is low key with plenty of free parking on the street. We enjoyed our stay so much we asked Kevin on the day of check-out if we could extend our stay. Lucky for us, Kevin said, ""no problem!"" Would recommend to family and friends. "
1562643,58292451,2016-01-02,27128371,Catherine,"I reserved Robert's place for three nights and arrived and accessed it with ease. House rules were quite meticulous which I understand as I'd be the same for my own house; however as an Airbnb, it may be a little bit overkill. Despite so, his house is very clean and nicely renovated; this location is quite close to and from downtown via car but not as convenience without a car. 

We arrived with cleaners that were still there till about 6PM which was a tad inconvenient as we didn't want to interfere by any means as a courtesy. We appreciate that Robert went out of his way to secure a cleaner so we can get the reservation but there were dirty/used dishes already in the dishwasher and there were food left in the refrigerator beforehand so with the rules. We felt that we had to document our stay to make it clear to Robert that this was not part of our stay to avoid any charges or misunderstandings. 

It was a wonderful stay nonetheless.m and definitely recommend it. Thanks again Robert. "
-9910025,58254374,2016-01-01,43825026,Jessica,"Arthur's house was even nicer than the pictures! He was a great host, especially for my first air bnb renting experience! The house was clean, convenient, and easy to get to. He provided everything I needed for my stay and I would highly recommend his place. Thank you for everything Arthur!"
491958,58120069,2016-01-01,27013641,Deborah,"The Treehouse was the perfect place to stay for us.  Clean, Cozy, Comfortable, and close to the light rail and a great grocery store!
"
1071843,58114411,2016-01-01,33140518,Aneesha,"Very clean and comfortable apartment located in a great area, which is right next to the Seattle Center and walking distance to Pikes Place Market. The host provided a local pastry as well, which was a nice touch and delicious. 

The bed in the apartment was very comfortable and the kitchen had everything we needed. My only complaint is the slower internet speed we experienced,  which was not too big of a deal since we were out and about most of the day. Overall, it was a very pleasant experience and we would definitely stay here again. "
637326,58428704,2016-01-02,12554889,Calder,"Wonderful place! Thanks so much Benjamin! Really appreciated how comfortable you've made the space, and how generous you are as a host! Thanks for the extra chairs!
Would definitely reccomend this place to anyone.
Thanks again!
-Calder"
2944021,58173337,2016-01-01,48669210,Hongjian,"My family and I are very happy. A happy holiday. The house is very nice. It's very convenient. The owner is very good, there are a lot of information to me, so that we have more wonderful journey. Thanks"
9015088,58392485,2016-01-02,50775511,Suzinne,"Muna was a perfect hostess for her gorgeous condo. She prepared many personal touches to the condo that made my visiting brother and his daughters feel very welcome, and certainly made all the difference for them to stay at an Airbnb versus a hotel.  The condo has a great view of the surrounding community, with a little patio as well.  The condo was very clean and well organized and we would definitely recommend her place to others."
6949900,58193063,2016-01-01,50253461,Story,"The place was very clean, and organized! Our host provided everything and anything we needed to make our stay as comfortable as possible! Definitely an awesome host! "
5308429,58299350,2016-01-02,11215474,Gina,Brian was a great host! He went out of his way to check up on us and the room was just as described in the listing. We also loved the heated floors in the restroom. We recommend for anyone looking to stay close to everything in Seattle!
9714078,58484692,2016-01-03,29739048,Ann,The host canceled this reservation 40 days before arrival. This is an automated posting.
-5249093,58115659,2016-01-01,16754528,Katie,"The apartment was fantastic with a beautiful view of the Seattle skyline. The space was perfect for our trip with 4 adults and a baby. The location was super central. Check in was very easy, and everyone was great to work with. We'd definitely stay here again!"
-5241773,58475679,2016-01-02,52812740,Arin,"I couldn't have asked for a better first experience with airbnb. 

Kevin and Louis are easy going, down to earth people who have their system so simplified it goes beyond refined. 

The house itself is cozy with everything you need: comfy bed, clean sheets, bathroom dedicated to guests, coffee outside our door. The cats are a bonus, and bonus bonus, they love attention. 

The location can't be beat; everything you can ask for is just blocks away. 

Our last minute request was responded to very quickly and communication was a snap. 

These guys are pros!! Thanks! "
8583457,58444974,2016-01-02,8762299,Mahadi,"Candace house's so so beautiful. The location was perfect, close to Alki Beach and was 15 minutes away to downtown Seattle.  Candace was so nice and always going an extra mile to accomodate our stay. 

I strongly recommend her house for those who want to enjoy staying in Seattle.  I will definitely stay at Candace wonderful house next time i go down to Seattle with my family."
-9533648,58351811,2016-01-02,46676845,Kristy,"Me and my boyfriend stayed at Andrew's apartment for 10 nights and it was extremely cozy. It was in a very prime location for good restaurants and bars of capital hill. He had everything ready for us and whenever we had any questions his response was very quick. I would definitely recommend this Airbnb apartment to anyone looking to stay in Seattle. Extremely convenient, comfortable and the communication was very strong. "
4532538,58130021,2016-01-01,21362089,Christopher,"Daniel was very welcoming and accommodating, and the house was great. It's at the top of our list for our next family trip to Seattle."
-5069495,58467478,2016-01-02,52721080,Ashley,Great stay at the studio! My husband and I had a wonderful time and it was a perfect location from downtown. 
1857141,58680676,2016-01-03,43978224,Andy,Julia's apartment was really fun and unique. Couldn't have asked for a better location. I felt like I was a Seattle local for the weekend. 
2620429,58114553,2016-01-01,34618900,Mark,The apartment was a perfect home base for our family in Seattle. Would absolutely stay again. Siena was a great host. We are new to Airbnb and she made the extra effort to make our experience perfect!
-4118282,58390805,2016-01-02,6133601,Barzin,Julien's place was perfect for our group. We've been to Seattle many times so the location and apartment itself were exactly what we wanted. Julien was very helpful when there was a small issue with the heating and came by and fixed it right away.
6118359,58193924,2016-01-01,44029080,Jinpu,"Everything was great, we felt nice, comfortable and welcomed. Though we didn't get to chat with the hosts a lot, we still feel nice staying at the house."
-3610724,58196670,2016-01-01,47146520,凱鈺,"Mariel was a great host! The place is cozy, nice and easy to find, really enjoyed our stay here in Seattle!"
7411863,58429010,2016-01-02,51941032,Rohith,"It was a spacious room.
Home was clean and charming.
Exactly matched the specifications provided.

Julian was very nice and guided me very well.
New to Seattle and felt homely, safe and secure in this Place.
"
-6734621,58338836,2016-01-02,17982271,Andy,"Everything was great! The house was super cute, very comfortable for our group of 7. Great location with good restaurants within walking distance. "
5580457,58631676,2016-01-03,374315,Andrew,"Fantastic location, cozy place, easy walking to Queen Anne and west lake Union. Easy bus or drive to down town. Highly recommend!"
-6747473,58363127,2016-01-02,49518403,Michael,"Great location to experience Seattle.  Right by Pioneer Square,  within a short few blocks from the waterfront attractions and Pike Place market. There's a lot of places nearby to have a nice dinner with your familyor a beer at the Irish pub across the ally. The rooftop patio has an amazing view of the Sound."
-2373176,58600444,2016-01-03,49877702,Colin,Yes
1732441,58174387,2016-01-01,4287335,Adrianna,"The accomdations were clean,  fully equipped, spacious and welcoming. Marcell was great! He was a thoughtful host. The location was accessible and convenient, including the parking. We loved our time at Marcell's! "
-217142,58384448,2016-01-02,32845479,Risa,"Autumn is patient, accommodating and very friendly.  She did a great job getting us settled in.  The apt./condo is beautiful.  Our youngest daughter especially loved it and compared it favorably against a major high end hotel we had stayed in just nights before.  Centrally located to so many attractions plus great selections of restaurants just out the door.  We comfortable entertained another family of four @ the condo.  Perfect viewing for New Year's Eve fireworks!  Unfortunately building working on Hot tub so unavailable during our stay and equipt. down in gym so when busy we had to come back but outside Host's control.  Building has beautiful common spaces that AirBnB guests will enjoy.  Really well done guest manual that was very helpful."
-3922853,58117039,2016-01-01,222876,Albert,"Loved our stay! Noel herself was very welcoming, friendly and very helpful. Her cats Mako and Kelly Belly are very cute and as a bonus very patient with our toddler. 

The house felt like home. The kitchen was fully stocked with extra items and equipment to make all meals. It was conveniently located within a five minute walk to two huge grocery stores, several coffee shops, and restaurants. It is also one block away from a playground and a short walk to nearby buses. 

Thank you for our wonderful stay and introduction to beautiful Seattle! "
7917718,58231559,2016-01-01,23348236,Sylvia,"Awesome stay, very good location. 10mins drive from Downtown Seattle. Easy to find a parking.  Big thanks to Micheal and Steve~~~Happy New Year!"
3883137,58186437,2016-01-01,49666657,Tiffanie,"Jeannette was very helpful and accommodating to my crazy plans that kept changing. She worked with me and was kind. The place looked just like it did in the pictures. It was very clean, which is super important to me. She even left some coffee and treats for us. I would definitely go back here and stay! :)"
3883137,58700447,2016-01-03,18288738,Sara,"I feel so very lucky to have found Jeannette on AirBnB. She was welcoming and gracious, and replied to all questions promptly and thoroughly. When we impulsively decided to stay for a second night she was able to make it work smoothly on the fly. 

The suite was spacious, clean, and very well appointed. We were cozy and snug in front of the fireplace and had a great time taking advantage of the kitchen and large tub.

This was a lovely first experience with AirBnB and Jeannette's exceptional suite. "
116221,58175828,2016-01-01,31654343,David,My hostess emailed me in advance to arrange and appointment.  She was prompt and very pleasant to deal with.
9281758,58716941,2016-01-03,43056443,Molly,Mackenzie was a great host and the apartment was everything it appeared to be in the pictures! Great location to everything you could possibly need. I'd do it again in a heartbeat!
2249292,58160481,2016-01-01,49130918,Kristin,"This basement apartment is beautifully decorated, well appointed, and conveniently located near downtown Seattle.  We loved walking to local restaurants and coffee shops, and enjoyed a delicious and decadent dinner at St. Clouds nearby.  Our hosts made sure we had everything we needed, including household amenities, suggestions for entertainment, and a guide to local can't-miss locales.  Strongly recommend!!"
-8704931,58143721,2016-01-01,47348469,Brian,"This place is very nice, cozy, and clean. We were so happy to find this hotel-like home. Our family really enjoyed staying here for our Seattle vacation. The place is also fairly close to downtown (~12 min driving). We were able to fine everything we needed when we arrived, and Walter was able to assist us through the phone when needed. I would highly recommended anyone to stay here."
-6424982,58231179,2016-01-01,13790356,Candice,"Ruth house at a great location! It's like a high level so you could have a great view from the street where is house is, this make us feel very happy every morning before we start our trip! And it's about 10mins drive to the down where all interesting place are. The room you will stay is in the basement, it's a little cold there. But the room is really cozy~and also you will have your own bathroom. It's a pity that we could not cook there, and all the time if at home you could only stay in the base room, so if you come with family you might better choose another cook place "
-6424982,58369519,2016-01-02,12051477,Autumn,Ruth was a great host! We really enjoyed her beautiful home and private room. Thanks for being such a friendly host. Great place to stay for New Year's Eve! 
7013085,58629233,2016-01-03,50416448,鲁平,"Staying in Dane and Alanna's place was a good experience for us. Rooms were clean and decorations are stylish.(My friend didn't like the decorations inside the house, he told me it is a little weird. But I like them.) The house is five minutes' walk from the light rail station, and it will take you to Seattle downtown within 20 minutes."
-9075656,58249487,2016-01-01,42078826,Anna,Quiet and comfortable location. Host was very responsive and accommodating to booking on short notice. Cats were cute and friendly :)
-9075656,58452855,2016-01-02,34528719,Kimberly,A welcoming room with all the comforts of home. Extra hangers in the closet were a nice touch. 
1349175,58205337,2016-01-01,984753,Lindsay,We had a lovely stay at Kyle and Nicole's house. The accommodations were simple (in a good way) and private. The view was pretty stellar. We didn't get to meet Kyle but Nicole was very kind and helpful with helping us find cool restaurants/bars in the neighborhood. They neighborhood itself was amazing as well. Beautiful houses and a fair amount of stuff within a 15-20 min walk. We would definitely stay with them again. 
-3418349,58409015,2016-01-02,23593795,Pham,"Great view, clean home, and responsive host. It was a sunny day and the patio is great for just relaxing and taking in the warmth. Short walk to the Space Needle and Monorail. "
-7616507,58369609,2016-01-02,49881492,Alissa,"Everything was awesome!! Great location. Close to so many things. Clay was great and easy to get ahold of, let us arrange a late checkout without any hassle! The neighbors were really nice too, we ran into them for a bit.  The fact that it was dog friendly was so convenient! Would definitely recommend staying here and would stay again myself!"
7247767,58161610,2016-01-01,39081042,Donnie,"My second stay with Scott and Delmis was excellent. This time I had the larger room in the back which had a much larger bathroom. Very clean and comfortable room and common areas. WiFi works great. The road noise was even quieter in the back bedroom than when I had the front bedroom (but it's not that bad and only during peak traffic near rush hour). I was able to walk to bus stops within a block or two, and also a drug store and grocery store within a mile. I could not ask for a nicer stay!"
-9519968,58592368,2016-01-03,25871488,Ryoco,Paul provided an amazing house for me and my parents. The house is well heated in the coldest time in Seattle and the mattresses are super comfy. Recommend for family stays.
6783394,58164015,2016-01-01,21299661,Thomas,"Mack & Sophia were awesome hosts and their loft was perfect. It was clean and spacious, and they provided clear instructions. Their place is in a central location to all of Seattle's Must-See areas. We definitely enjoyed our stay. "
-4423130,58479472,2016-01-02,27851707,Filip,"I stayed here with a friend. We felt really welcome in the house. The room is as advertised, if not better. There's a set of appliances available for personal use, including a TV and a microwave. David is a really friendly guy with an interest in wine so we had no issues at all."
-6961346,58156747,2016-01-01,18773088,Alexa,Katrina is communicative and easy going. Her place feels like home and the cats are so sweet! Great location. Awesome apartment. Highly recommended.
9508837,58367019,2016-01-02,2225567,Cassie,"AWESOME PAD. Very accommodating and responsive. Loft was in pristine condition, easy to find, and lots of blankets and other necessities for guests. Directions and instructions for how to use all remotes were very precise and helpful. It had everything we could have possibly needed. Would highly recommend. "
8902887,58184958,2016-01-01,34475960,Austin,Julie & George's place was fantastic! Really clean and had everything we needed for a great New Year's in Seattle. Close to the freeway and decent street parking right out front. The tenants upstairs were super nice and respectful. Also the bed was really comfortable. Would definitely stay again. 
9426058,58159885,2016-01-01,27742269,Lauren,The listing description of this place was very accurate. The bed was was comfortable and the room wasn't too hot or cold. The bathroom was very clean and well stocked with toiletries. The living room and kitchen were very nice. The apartment was a great location. Using an Uber to enjoy the night life of seattle was not expensive at all. This was one of the nicest places I've stayed and at such a good price. Kumail was a good host. He replied to messages quickly and gave great instructions on how to get in. I very much enjoyed my time in Seattle and was very happy to have a great place to go back to. 
9218403,58702472,2016-01-03,5065565,Kelly,"An absolutely lovely experience! A beautiful complex with a great view of the downtown skyline and water. It's also walking distance from the spectacular view at Kerry Park.

Annie was highly accommodating, making my first trip to  Seattle a relaxing adventure. :)"
-6646985,58325238,2016-01-02,48315364,Weiwei,"The room is super clean and warm.

Julian and his wife are really easy going and helpful for your trip. They look like your old friends.

They can pick your up at the LINK station, it's only 2 mins walk to his  house and around 15 mins to downtown. 

Due to my early flight, they also provided me the car service to airport. 

Will live in his house if I come back to Seattle again. 

"
-6646985,58483745,2016-01-02,52713564,Mary,很干净房东很热心
9580021,58188585,2016-01-01,4286050,Delila And Nexus,"Perfect Air B and B host and perfect little place! The apartment was well designed and very comfortable. Matthew had very thoughtful extras in the place including quality toiletries, teas, coffee and snacks in the kitchen. The linen and bed were very comfortable. My friends and I all really enjoyed our stay and would recommend this place 100%! "
8755762,58321749,2016-01-02,4895012,Crystal,"Great host!! The place is very cute and vintage, it's in the perfect area too. I will be staying again if the place is available"
8704438,58194806,2016-01-01,7449972,Jordon,"What an incredible stay! Everything was just as it appeared, and I could not have asked for more informative hosts. Will definitely be back. "
2693700,58185054,2016-01-01,1384887,Emily,"The urban oasis was the perfect landing pad for our  adventure in Seattle and beyond. Although there are a few busy streets nearby and we weren't sure how quiet the house would be, my fears were gone as soon as we stepped into the apartment. It was beautifully clean, simple, and quiet. I loved the care and artfulness of the space. It was just personal enough to to feel cozy without feeling like we were invading someone's home. We appreciated the coffee, tea, and chocolate that Manuela left- just right for coming down from travel abc launching off to the next adventure. The neighborhood seemed great, though there wasn't time for us to explore Frenont. "
-3970736,58178682,2016-01-01,13922094,Melanie,We really enjoyed our stay at deborahs Place over new year! She was very accomodation and helpful with everything! The neighboorhood is very Nice and quiet but has Great connections downtown. I would recommend it! 
-6854552,58209038,2016-01-01,51554592,Mary,"Katya was extremely communicative and welcoming - she gave us a quick tour and a bottle of wine before leaving us to explore Seattle! We also really appreciated how accomodating she was letting us check in early. The apartment had a stunning view, as shown in the photos, and proved a perfect spot for viewing the new year fireworks. We walked almost everywhere our entire trip thanks to the excellent location. Thank you, Katya, for the wonderful stay! "
-4211081,58283808,2016-01-02,21034538,Leah,"We had a wonderful stay over the year-end! The house was lovely and very well kept and clean. It was exactly what we were looking for - something in a more residential area, but with lots to enjoy in the immediate neighborhood.

The Capitol Hill neighborhood was great. The house was only 2 blocks from a huge QFC which came in handy when we ate in, but there were also a lot of restaurants and cafes within walking distance as well. Downtown was very close, a short 10 minutes by car.

Peter was a great host - reaching out to make sure we had arrived safely and responding very quickly when we had questions. 

We would definitely stay here again and would highly recommend this property!"
3038772,58207396,2016-01-01,14638343,Linda,"Lisa was an absolute sweetheart, checking in with me regularly to make sure I had everything I needed. 

Her place is cozy and bright. Everything was clean and well thought out. Lisa has clear instructions and notes everywhere to really make you feel at home. Little touches like a pitcher of filtered water in the fridge and extra blankets in a basket near the bed really made it a nice experience. 

The house is centrally located, and I was able to walk to tons of great restaurants, coffee shops, and shopping on Ballard Ave. 

I would highly recommend this spot for a visit to the lovely city of Seattle. "
9068419,58309477,2016-01-02,47512321,Dongwoo,"Hugo is so kind person and the studio was nice and cozy. We could find the studio easily. it is convenient for transportation and shopping. We took for a walk in a park near the studio every day. If I go to the Seattle, I'd like to stay the Hugo's again."
-975179,58224198,2016-01-01,50874405,Hayley,House was very clean and nice. Exactly what we were looking for for the night! Thanks Katie!
6746826,58208873,2016-01-01,37599863,Jordan,Gracie and Phuong were great hosts. We got a nice tour of the place and knew that if needed they would be on the call. Would definitely rent again from them. 
2211594,58379973,2016-01-02,36086525,Ruby,"Our stay here was fantastic. Everything in the place was just as described and it was really nice to feel like we were in a home, but not encrouching on anyone's space. We were able to walk to great places nearby, take busses to other neighborhoods, and find parking for the car without a problem. We took advantage of Trader Joe's and the full kitchen to make many home cooked meals. Thank you for providing such a wonderful place and for checking in to make sure everything was going smoothly. Oh, and the key pad was really convenient. No worries about who had the keys. Thank you very much for a wonderful stay!
"
-5978216,58222979,2016-01-01,18708107,Jessica,"Marlee's place is cozy and every little things in her house has stories. Marlee is very cool person and very warm hearted.
Her house is very close to a nice convenience store and the bus stop to downtown. The room listed is warm and the queen bed is comfortable."
